Price	Lot.Size	Waterfront	Age	Land.Value	New.Construct	Central.Air	Fuel.Type	Heat.Type	Sewer.Type	Living.Area	Pct.College	Bedrooms	Fireplaces	Bathrooms	Rooms	Test
549254	0.25	0	0	63000	0	1	Gas	Hot Air	Public	2885	57	3	1	2.5	11	0
280000	0.09	0	82	83000	0	0	Gas	Hot Air	Public	1560	57	2	0	1	6	0
135000	0.26	0	33	50600	0	0	Gas	Hot Air	Public	1472	57	3	0	1	8	0
195388	0.14	0	0	35200	0	1	Gas	Hot Air	Public	2124	57	3	1	2.5	10	0
337020	0.15	0	1	114000	0	1	Gas	Hot Air	Public	2162	57	3	1	2.5	7	0
330850	0.46	0	0	89600	0	0	Gas	Hot Air	Public	2515	57	4	1	2.5	8	0
248495	0.63	0	0	98500	0	1	Gas	Hot Air	Public	2294	57	4	1	2.5	11	0
120000	0.26	0	123	63300	0	0	Gas	Hot Air	Public	1744	57	4	0	1	6	0
240000	0.48	0	0	90800	0	1	Gas	Hot Air	Public	2022	57	3	1	2.5	8	0
235000	0.22	0	34	72000	0	1	Gas	Hot Water	Public	1578	57	3	0	2	8	0
500075	0.91	1	0	239300	0	1	Gas	Hot Air	Public	3400	57	3	0	3	12	1
240000	0.07	0	13	48200	0	1	Gas	Hot Air	Public	1744	57	3	1	2.5	6	0
270000	0.46	0	0	89600	0	1	Gas	Hot Air	Public	2560	57	3	1	2.5	9	0
225000	0.12	0	51	89000	0	1	Gas	Hot Air	Public	1398	57	3	0	2.5	4	0
280000	0.16	0	0	62600	0	1	Gas	Hot Air	Public	2494	57	3	0	2.5	8	1
225000	0.48	0	27	57800	0	1	Gas	Hot Air	Public	2208	57	4	2	2.5	11	0
248220	0.46	0	0	89600	0	1	Gas	Hot Air	Public	2550	57	3	1	2.5	7	0
275000	0.03	0	16	27000	0	1	Gas	Hot Air	Public	1812	57	2	1	2.5	7	0
137000	0.12	0	50	89000	0	0	Gas	Hot Water	Public	1290	57	2	0	1	3	0
150000	0.14	0	16	52200	0	0	Gas	Hot Air	Public	1172	57	2	0	2	3	1
649000	1.04	0	10	192900	0	1	Gas	Hot Air	Private	4128	57	3	2	3.5	12	0
195000	0.49	0	17	64400	0	1	Electric	Electric	Public	1816	57	3	1	2.5	5	1
373200	0.65	0	4	99500	0	0	Gas	Hot Air	Public	2628	57	4	1	2.5	8	0
169450	0.15	0	0	36000	0	1	Gas	Hot Air	Public	1254	57	3	1	2.5	4	1
144200	0.15	0	113	54000	0	0	Gas	Hot Air	Public	1660	57	4	1	1.5	9	0
189900	0.5	0	43	73500	0	0	Gas	Hot Air	Public	1850	57	3	1	1.5	7	1
166000	0.14	0	0	35200	0	1	Gas	Hot Air	Public	1258	57	3	0	2	8	0
160000	0.23	0	0	42400	0	1	Gas	Hot Air	Public	1219	57	3	0	2	5	0
327355	0.14	0	14	59400	0	1	Gas	Hot Air	Public	1850	57	3	1	2.5	6	0
247000	0.29	0	9	52400	0	0	Gas	Hot Air	Public	2103	57	3	0	2.5	7	1
318000	0.23	0	3	73800	0	1	Gas	Hot Air	Public	1806	57	3	1	2.5	8	0
341000	0.23	0	52	250000	0	0	Gas	Hot Water	Public	1674	57	2	1	1.5	4	0
288650	0.08	0	0	49800	0	1	Gas	Hot Air	Public	2242	57	3	0	2.5	10	0
157000	0.03	0	103	27000	0	0	Gas	Hot Air	Public	1408	57	3	0	1.5	4	0
449000	1	0	20	124800	0	1	Electric	Electric	Private	3457	57	3	2	2.5	12	0
142000	0.16	0	28	50400	0	0	Gas	Hot Air	Public	1728	57	3	0	1.5	6	0
389000	1	0	16	125900	0	1	Electric	Electric	Private	2354	57	3	2	2.5	6	0
476000	0.42	0	4	87200	0	1	Gas	Hot Air	Public	2246	57	3	1	2.5	9	1
249230	0.18	0	0	119700	0	1	Gas	Hot Air	Public	1902	57	2	1	2.5	4	0
139900	0.3	0	30	53000	0	0	Gas	Hot Air	Public	1178	57	3	0	1	7	0
301900	0.73	0	0	103500	0	1	Gas	Hot Air	Public	2896	57	4	1	3.5	11	0
425000	1.03	0	24	124800	0	1	Gas	Hot Air	Public	2457	57	3	1	3	9	0
121000	0.25	0	32	50000	0	0	Gas	Hot Air	Public	936	57	3	0	1	8	0
150000	0.19	0	123	103000	0	0	Gas	Hot Water	Public	934	57	2	0	1	7	1
138000	0.29	0	30	52400	0	0	Gas	Hot Air	Public	1279	57	3	1	1	6	0
199900	0.39	0	6	69400	0	0	Gas	Hot Water	Private	1888	57	3	0	2	5	0
145000	0.27	0	33	63700	0	0	Gas	Hot Air	Public	1686	57	4	1	1.5	7	0
465000	0.25	0	22	61000	0	1	Gas	Hot Air	Public	2310	57	2	1	3	7	0
158000	0.32	0	1	48200	0	1	Gas	Hot Air	Public	1200	57	3	0	1.5	4	0
375000	0.27	0	50	78800	0	1	Gas	Hot Air	Public	1944	57	3	1	2.5	7	1
147783	0.36	0	51	50600	0	0	Electric	Electric	Private	1184	57	3	0	1	5	0
339000	0.36	0	3	83600	0	1	Gas	Hot Air	Public	2000	57	3	1	2.5	5	1
267000	0.07	0	14	48200	0	1	Gas	Hot Air	Public	1744	57	3	1	2.5	9	0
290000	0.12	0	3	108300	0	1	Gas	Hot Air	Public	1620	57	3	1	2.5	7	0
271295	0.35	0	1	67000	0	1	Gas	Hot Air	Public	2359	57	4	0	2.5	11	0
278140	0.62	0	1	98000	0	1	Gas	Hot Air	Public	2230	57	3	0	2.5	10	0
138000	0.07	0	94	46800	0	0	Gas	Hot Air	Public	1147	57	2	0	1.5	3	0
367500	0.27	0	2	78200	0	1	Gas	Hot Air	Public	2205	57	3	1	2.5	10	0
428500	0.42	0	4	87200	0	1	Gas	Hot Air	Public	3243	57	4	0	2.5	11	0
140000	0.48	0	34	57800	0	0	Gas	Hot Air	Public	1431	57	3	0	1.5	5	0
140000	0.36	0	35	56600	0	0	Gas	Hot Air	Public	936	57	3	0	1	7	0
145000	0.3	0	33	53000	0	1	Gas	Hot Air	Public	1368	57	3	0	1.5	7	0
280000	0.07	0	16	48200	0	1	Electric	Hot Air	Public	1800	57	3	1	2.5	8	0
190400	0.17	0	16	49500	0	0	Gas	Hot Air	Public	1920	57	3	1	1.5	9	0
267000	0.11	0	83	87000	0	0	Gas	Hot Water	Public	1416	57	3	0	2	7	0
164900	0.14	0	77	93000	0	0	Gas	Hot Air	Public	616	57	2	0	1	5	1
280000	0.1	0	79	85000	0	0	Gas	Hot Air	Public	1488	57	4	0	1.5	5	1
225000	0.11	0	84	87000	0	0	Oil	Hot Air	Public	1320	57	3	1	1.5	6	0
148000	0.06	0	18	45800	0	1	Gas	Hot Air	Public	1250	57	2	0	1.5	5	0
165000	0.32	0	32	54200	0	1	Gas	Hot Air	Public	1286	57	3	1	1	6	0
340455	0.38	0	0	84800	0	1	Gas	Hot Air	Public	2886	57	4	1	2.5	10	1
133000	0.42	0	36	60200	0	0	Gas	Hot Air	Public	1279	57	3	1	1	4	0
115540	0.2	0	104	56700	0	0	Gas	Hot Air	Public	1074	57	3	0	1	7	0
240000	0.58	0	52	78300	0	0	Gas	Hot Water	Private	1304	57	3	1	1	4	1
600000	0.04	0	17	36000	0	1	Gas	Hot Air	Public	3191	57	3	2	3.5	12	0
71500	0.3	0	44	64700	0	0	Gas	Hot Water	Public	1056	57	3	0	1	5	1
189900	0.03	0	18	19200	0	1	Gas	Hot Air	Public	1468	57	3	1	2.5	4	0
325000	0.08	0	115	81000	0	0	Gas	Hot Water	Public	1598	57	3	0	1.5	6	0
280000	0.14	0	84	93000	0	0	Gas	Hot Water	Public	1160	57	3	0	1.5	4	1
255000	0.12	0	104	89000	0	0	Gas	Hot Air	Public	1028	57	2	0	1	5	0
300000	0.2	0	104	105000	0	0	Gas	Hot Water	Public	2014	57	6	0	1	11	0
106000	0.48	0	34	63800	0	0	Gas	Hot Air	Public	1296	57	3	0	1	7	0
139000	0.27	0	56	62500	0	0	Gas	Hot Air	Public	932	57	2	0	1	3	0
165000	0.06	0	15	45800	0	0	Gas	Hot Air	Public	1290	57	3	1	1.5	5	1
169000	0.17	0	19	37600	0	0	Gas	Hot Air	Public	1448	57	2	0	1.5	5	0
159400	0.24	0	29	49100	0	0	Gas	Hot Air	Public	1368	57	3	0	1	5	1
300000	0.87	0	25	90800	0	0	Gas	Hot Water	Private	3046	57	4	1	1.5	11	0
161000	0.23	0	32	48200	0	0	Gas	Hot Air	Public	1272	57	3	0	1.5	8	0
230500	0.59	0	18	69500	0	1	Gas	Hot Air	Public	1822	57	4	0	2.5	6	0
220000	0.41	0	31	105700	0	1	Gas	Hot Air	Public	1579	57	4	0	1.5	6	1
177900	0.29	0	32	52400	0	0	Gas	Hot Air	Public	1660	57	4	1	1.5	7	0
350000	0.32	0	36	144900	0	0	Oil	Hot Water	Public	2452	57	3	1	2.5	10	0
335000	0.14	0	94	50200	0	1	Gas	Hot Air	Public	2004	57	3	0	2	9	0
597185	1.07	0	0	193200	0	1	Gas	Hot Air	Private	4210	57	4	1	3.5	12	0
173000	0.33	0	32	54800	0	1	Gas	Hot Air	Public	1640	57	4	0	1.5	9	0
518000	0.17	0	144	99000	0	0	Gas	Hot Water	Public	2847	57	3	1	1.5	7	0
212000	0.5	0	18	65000	0	1	Gas	Hot Air	Public	1816	57	3	1	2	7	0
149900	0.87	0	19	93300	0	0	Oil	Hot Air	Public	2028	57	4	0	2	10	0
140958	0.22	0	40	54500	0	0	Gas	Hot Water	Public	775	57	2	0	1	7	0
95000	0.33	0	34	54800	0	0	Gas	Hot Air	Public	1368	57	2	0	1	6	1
161600	0.24	0	34	49100	0	0	Gas	Hot Air	Public	936	57	3	0	1.5	8	0
351400	0.15	0	1	114000	0	1	Gas	Hot Air	Public	1680	57	2	1	2.5	4	0
155000	0.3	0	33	53000	0	0	Gas	Hot Air	Public	1368	57	3	0	1	6	1
198500	0.4	0	34	53000	0	1	Gas	Hot Air	Public	1326	57	3	1	1.5	7	1
276000	0.21	0	62	107000	0	1	Oil	Hot Air	Public	1579	57	3	1	2	4	0
167000	0.25	0	32	50000	0	0	Gas	Hot Air	Public	1286	57	3	0	1	8	0
227000	0.84	0	25	207700	0	1	Gas	Hot Air	Public	2132	57	3	2	2.5	7	0
405100	0.39	0	3	85400	0	1	Gas	Hot Air	Public	2000	57	3	1	2.5	6	0
395000	0.14	0	3	112100	0	1	Gas	Hot Air	Public	2222	57	3	0	2.5	6	0
360000	0.41	0	99	139000	0	0	Gas	Hot Water	Public	2641	57	4	0	2	9	0
775000	0	1	5	412600	0	1	Gas	Hot Air	Private	2472	57	3	1	2.5	9	0
285000	0.07	0	16	48200	0	1	Electric	Hot Air	Public	1926	57	2	2	3	6	1
300000	0.12	0	4	108300	0	1	Gas	Hot Air	Public	1534	57	3	0	2.5	8	0
214000	0.25	0	39	44000	0	0	Gas	Hot Air	Private	1490	57	3	0	1.5	4	0
229000	0.22	0	46	72000	0	0	Gas	Hot Water	Public	1126	57	3	1	2	8	0
330000	0.23	0	33	61200	0	1	Gas	Hot Air	Public	1435	57	3	0	1.5	8	0
146000	0.42	0	44	60200	0	0	Gas	Hot Air	Public	1136	57	3	0	1.5	8	1
381500	0.15	0	2	114000	0	1	Gas	Hot Air	Public	2162	57	3	1	2.5	9	0
430000	0.34	0	5	82400	0	1	Gas	Hot Air	Public	2328	57	3	1	2.5	7	0
650000	0.43	0	2	87800	0	1	Gas	Hot Air	Public	2754	57	3	1	2.5	10	0
194500	0.17	0	40	37600	0	0	Gas	Hot Air	Private	1504	57	4	0	1.5	6	0
279000	0.39	0	14	58400	0	1	Gas	Hot Air	Public	2473	57	4	1	3.5	7	0
183000	0.31	0	35	47600	0	0	Gas	Hot Air	Public	2072	57	4	1	2.5	8	1
195000	0.03	0	18	19200	0	1	Gas	Hot Air	Public	1480	57	3	1	2.5	7	0
470000	0.17	0	135	99000	0	0	Gas	Hot Air	Public	2096	57	3	2	2.5	8	0
167000	0.11	0	80	50400	0	0	Gas	Hot Water	Public	1050	57	2	0	1	6	1
309278	0.02	0	17	18000	0	1	Gas	Hot Air	Public	1650	57	2	1	2.5	5	0
217500	0.34	0	26	92300	0	1	Gas	Hot Air	Public	1596	57	3	0	1.5	6	0
200000	0.17	0	44	99000	0	0	Gas	Hot Water	Public	979	57	3	0	2	8	0
199995	0.16	0	18	53800	0	1	Gas	Hot Air	Public	1393	57	2	0	1.5	6	0
179000	0.46	0	44	70200	0	0	Gas	Hot Air	Public	864	57	2	0	1	7	0
329000	1	0	1	106800	0	1	Gas	Hot Air	Private	2744	57	4	0	2.5	10	0
374900	0.06	0	15	46600	0	1	Gas	Hot Air	Public	2300	57	3	1	3	10	1
165000	0.29	0	34	52400	0	0	Gas	Hot Air	Public	1612	57	3	1	1	5	0
647000	1.08	0	14	193300	0	1	Gas	Hot Air	Private	2640	57	4	1	2.5	12	1
315000	0.63	0	19	65500	0	0	Oil	Hot Air	Public	775	57	1	0	1	6	0
208000	0.34	0	26	49400	0	1	Gas	Hot Air	Public	2470	57	4	1	2.5	10	0
405000	0.58	0	6	80000	0	0	Gas	Hot Air	Private	3124	57	4	1	3	9	0
535000	1	0	14	192500	0	1	Gas	Hot Air	Private	3254	57	4	1	2.5	12	1
184020	0.4	0	34	59000	0	0	Gas	Hot Air	Public	1544	57	3	0	2.5	7	1
95000	0.17	0	139	1900	0	0	Gas	Hot Water	Public	1410	38	6	0	1.5	9	0
87550	0.46	0	44	2100	0	0	Gas	Hot Air	Private	906	38	2	0	1	3	0
131000	0.23	0	66	3600	0	0	Gas	Hot Air	Public	1512	38	3	1	1	8	0
127000	0.2	0	77	3400	0	0	Gas	Hot Air	Public	1232	38	3	1	1	8	1
104695	0.21	0	54	3500	0	0	Gas	Hot Air	Public	921	38	2	0	1	7	0
120000	0.18	0	70	3100	0	0	Gas	Hot Air	Public	1287	38	3	0	1	4	0
278500	0.16	0	17	5200	0	0	Electric	Electric	Private	2600	38	4	0	3	12	0
75500	0.13	0	124	1500	0	0	Gas	Hot Air	Public	1302	38	3	0	2	8	0
121900	0.47	0	20	4700	0	0	Gas	Hot Water	Private	1144	38	3	0	1	6	1
208000	0.45	0	39	5500	0	0	Gas	Hot Water	Private	1703	38	3	0	2	6	0
151000	0.59	0	15	4500	0	0	Electric	Electric	Private	1553	38	3	1	2	4	0
138000	0.38	0	15	1700	0	0	Electric	Electric	Private	1040	38	2	0	1	3	1
229000	0.55	0	11	7500	0	0	Gas	Hot Water	Private	2124	38	4	0	3	10	1
130000	0.52	0	13	4500	0	0	Gas	Hot Air	Private	1344	38	3	0	2	5	0
89900	0.46	0	66	3900	0	0	Gas	Hot Air	Private	884	38	2	0	1	3	0
145000	0.76	0	11	3800	0	0	Oil	Hot Air	Private	1812	38	3	0	1.5	7	1
86000	0.46	0	43	5500	0	0	Gas	Hot Air	Private	880	38	3	0	1	4	1
95000	0.17	0	134	2300	0	0	Gas	Hot Air	Public	1256	38	3	0	2	5	1
195000	0.34	0	15	5000	0	1	Gas	Hot Air	Private	1826	38	3	1	2.5	6	0
107325	0.1	0	126	1100	0	0	Gas	Hot Air	Public	1134	38	3	0	1.5	7	1
131000	0.54	0	41	5300	0	0	Gas	Hot Air	Private	1916	38	4	1	2.5	8	0
166900	0.75	0	3	1700	0	0	Gas	Hot Air	Private	1272	38	3	0	1.5	7	1
127000	0.43	0	39	4900	0	1	Gas	Hot Air	Private	960	38	3	0	1	6	0
119000	0.15	0	65	2500	0	0	Gas	Hot Air	Public	1152	38	2	0	1.5	4	0
92509	0.52	0	13	4500	0	0	Gas	Hot Air	Private	840	38	2	0	1	4	0
174000	0.46	0	34	5500	0	0	Gas	Hot Air	Private	2106	38	5	0	2	11	0
180000	0.52	0	10	2500	0	0	Gas	Hot Air	Private	1632	38	3	0	2	8	0
155000	0.41	0	9	300	0	0	Gas	Hot Air	Private	1092	38	3	0	2	8	0
146500	0.44	0	25	13200	0	1	Gas	Hot Air	Private	1634	57	3	1	1.5	8	0
162500	0.46	0	26	13800	0	1	Gas	Hot Air	Private	1890	57	3	1	2.5	7	0
210000	0.48	0	32	18400	0	0	Gas	Hot Air	Private	2224	57	5	2	2.5	11	0
165000	0.65	0	22	16500	0	0	Electric	Electric	Private	1475	57	3	1	2	6	1
123000	0.08	0	16	2100	0	0	Gas	Hot Air	Public	1480	54	3	1	1.5	5	1
150000	0.58	0	36	13300	0	0	Gas	Hot Air	Private	1368	54	3	1	1	4	0
128900	0.14	0	7	7200	0	0	Gas	Hot Air	Public	1200	36	3	0	1	8	0
88100	0.14	0	0	7400	0	1	Gas	Hot Air	Public	840	36	2	0	1	7	0
175000	0.68	0	54	25900	0	0	Oil	Hot Air	Public	1176	47	3	0	2	8	0
120975	0.13	0	0	7400	1	0	Gas	Hot Air	Public	1380	36	3	0	2	4	1
147543	0.29	0	0	11300	1	0	Gas	Hot Air	Private	1786	36	3	0	2.5	7	0
118000	0.22	0	17	3400	0	0	Gas	Hot Air	Public	1480	54	3	0	1.5	4	0
199000	0.5	0	13	15300	0	0	Gas	Hot Water	Public	1574	54	3	1	1.5	7	0
79900	0.18	0	154	7500	0	0	Oil	Hot Air	Private	950	54	2	0	1.5	5	1
279000	0.55	0	14	25300	0	1	Gas	Hot Air	Public	3178	57	4	1	3.5	12	0
90000	0.28	0	16	10600	0	0	Gas	Hot Air	Private	1342	57	3	0	1.5	7	0
91900	0.35	0	20	12000	0	1	Electric	Electric	Private	1336	57	2	1	1.5	5	0
153000	0.25	0	10	8400	0	0	Gas	Hot Air	Public	1542	54	3	0	2.5	6	1
170000	2.68	0	11	21400	0	0	Oil	Hot Water	Private	2272	54	4	1	3.5	8	1
145200	0.2	0	15	3400	0	0	Gas	Hot Air	Public	1480	54	2	1	2.5	4	1
296000	0.02	0	8	14000	0	0	Gas	Hot Air	Public	2506	57	4	2	2.5	10	1
150000	0.37	0	1	15800	0	0	Oil	Hot Air	Private	1852	30	4	0	2	6	0
86000	0.45	0	19	14000	0	0	Gas	Hot Air	Private	1055	57	2	1	1	7	0
118000	0.36	0	21	40000	0	0	Gas	Hot Air	Private	1392	57	3	0	1.5	7	0
155000	0.75	0	53	6500	0	0	Oil	Hot Air	Private	1608	57	3	1	2	5	0
222500	0.69	0	15	16900	0	0	Gas	Hot Air	Public	1564	57	3	1	2	6	1
250000	0.46	0	17	18400	0	1	Gas	Hot Air	Private	2068	57	4	1	2.5	10	0
365000	0.69	0	13	21900	0	1	Oil	Hot Air	Private	2516	57	4	0	2.5	11	0
120000	0.89	0	14	19300	0	0	Electric	Electric	Private	1684	38	4	0	1.5	5	0
193000	0.47	0	18	14100	0	0	Gas	Hot Water	Private	1481	57	3	0	1.5	5	0
85568	0.15	0	67	2600	0	0	Oil	Hot Water	Public	999	20	3	0	1	6	0
82000	0.46	0	17	4420	0	0	Oil	Hot Water	Public	896	20	2	0	1	3	0
225000	0.77	0	50	3000	0	0	Oil	Hot Water	Private	792	20	2	1	1	7	1
240000	0.85	0	34	50400	0	0	Oil	Hot Water	Private	2747	27	4	2	3.5	12	0
234900	0.01	0	1	43300	1	1	Gas	Hot Air	Public	2277	63	4	0	2.5	8	0
112000	0.02	0	19	14900	0	1	Gas	Hot Air	Public	1281	63	2	1	2.5	6	0
261000	0.57	0	14	43200	0	1	Gas	Hot Air	Public	2462	63	4	1	2.5	10	0
400000	0.6	0	9	57000	0	1	Gas	Hot Air	Public	2897	63	4	2	2.5	12	0
310000	0.41	0	4	37600	0	1	Electric	Hot Air	Public	2672	63	4	1	3.5	8	0
182000	0.29	0	21	26300	0	0	Gas	Hot Air	Public	1932	63	3	0	1.5	8	0
187500	0.47	0	11	25500	0	0	Gas	Hot Air	Public	1320	63	3	0	2.5	7	0
405000	0.61	0	6	23900	0	1	Gas	Hot Air	Public	3296	63	4	1	2.5	12	0
420000	1.14	0	6	82100	0	1	Gas	Hot Air	Public	3279	63	4	1	3	11	0
359000	0.48	0	4	37100	0	1	Gas	Hot Air	Public	3204	63	4	1	2.5	9	1
120000	0.01	0	16	9900	0	1	Electric	Electric	Public	1217	63	2	0	2.5	6	1
171500	0.31	0	37	21500	0	0	Gas	Hot Water	Public	1782	63	3	1	1.5	6	0
159900	0.21	0	16	28800	0	1	Gas	Hot Air	Public	1180	63	2	1	1.5	6	0
186500	0.21	0	16	28000	0	1	Electric	Hot Air	Public	1452	63	3	1	2	8	0
260000	0.46	0	13	36600	0	1	Gas	Hot Air	Public	2140	63	4	1	2.5	8	0
115000	0.01	0	16	9900	0	1	Electric	Electric	Public	1219	63	2	0	1.5	6	1
191000	0.44	0	39	24100	0	0	Gas	Hot Water	Public	1518	63	4	1	1.5	5	0
355465	0.35	0	0	233000	1	1	Gas	Hot Air	Public	3328	63	4	1	2.5	12	0
339900	0.57	0	10	54600	0	1	Gas	Hot Air	Public	2344	63	3	0	2.5	10	0
90000	0.49	0	74	10600	0	0	Gas	Hot Air	Private	960	23	2	0	1	7	0
245000	0.04	0	6	28800	0	0	Gas	Hot Air	Public	1544	63	3	0	2.5	8	0
320900	0.46	0	7	36400	0	1	Gas	Hot Air	Public	2873	63	4	1	2.5	8	1
159000	0.22	0	18	29600	0	1	Gas	Hot Air	Public	1180	63	2	1	1.5	6	0
174900	0.62	0	38	15100	0	0	Gas	Hot Air	Private	1368	63	3	0	1.5	6	0
293500	0.49	0	10	38400	0	1	Gas	Hot Air	Public	1904	63	4	1	2.5	8	0
210000	0.51	0	11	26900	0	0	Gas	Hot Air	Public	1320	63	3	0	2	8	0
182500	1	0	34	25200	0	0	Gas	Hot Air	Private	1594	63	3	1	1.5	5	0
219900	0.46	0	8	38100	0	1	Gas	Hot Air	Public	1847	63	3	1	2.5	7	1
370000	0.46	0	1	36600	1	1	Gas	Hot Air	Public	3125	63	4	1	2.5	12	1
286000	0.47	0	7	20000	0	0	Gas	Hot Air	Public	2004	63	4	1	2.5	10	0
169900	0.49	0	36	27800	0	1	Gas	Hot Air	Public	1623	63	3	1	1.5	8	0
161000	0.23	0	40	22000	0	0	Oil	Hot Water	Public	1120	41	3	0	1	7	1
287000	0.36	0	2	53900	0	1	Gas	Hot Air	Public	2363	63	5	1	2.5	11	0
315000	0.94	0	9	48200	0	0	Gas	Hot Air	Public	2572	63	4	1	2.5	11	1
177000	0.34	0	25	9200	0	0	Electric	Electric	Private	1548	63	3	0	1.5	5	1
332000	1	0	11	26700	0	1	Gas	Hot Air	Public	2734	63	3	0	2.5	11	0
249000	0.53	0	8	38800	0	1	Gas	Hot Air	Public	1462	63	3	1	2	5	0
179000	0.09	0	15	25500	0	0	Gas	Hot Air	Public	1558	63	2	0	2.5	7	1
150000	0.52	0	34	14000	0	0	Oil	Hot Water	Private	1664	63	3	0	1.5	8	1
225000	0.37	0	16	24500	0	0	Gas	Hot Air	Public	1877	63	4	1	3	10	0
182000	0.33	0	37	21400	0	0	Gas	Hot Air	Public	1838	63	3	1	1	7	0
329900	0.5	0	9	37800	0	1	Gas	Hot Air	Public	2368	63	4	1	2.5	11	0
165000	0.33	0	32	22500	0	0	Gas	Hot Water	Public	2104	63	5	1	1.5	11	1
180000	0.31	0	16	36800	0	0	Gas	Hot Air	Public	1180	63	2	0	1.5	7	0
321000	0.53	0	11	38800	0	1	Gas	Hot Air	Public	2399	63	4	1	2.5	11	1
180000	0.11	0	15	15400	0	0	Gas	Hot Air	Public	1232	63	2	1	1.5	4	0
178000	0.14	0	17	19600	0	1	Gas	Hot Air	Public	1180	63	2	0	1.5	6	0
279900	0.55	0	2	39500	0	0	Gas	Hot Air	Public	2022	63	4	1	2.5	9	0
179000	0.14	0	19	21000	0	1	Gas	Hot Air	Public	1364	63	2	1	1.5	5	0
183000	0.15	0	17	21000	0	1	Gas	Hot Air	Public	1343	63	2	1	2.5	6	0
500000	1	0	70	35900	0	0	Oil	Hot Air	Private	1492	63	3	0	1	7	0
170000	0.37	0	37	24500	0	0	Gas	Hot Water	Public	999	63	3	1	1	6	1
179000	0.34	0	24	27000	0	0	Gas	Hot Air	Public	2102	54	3	1	2.5	9	0
184900	0.32	0	18	27000	0	0	Gas	Hot Air	Public	1656	54	3	1	1.5	4	0
177500	0.33	0	18	27000	0	0	Electric	Hot Air	Public	1561	54	3	0	1.5	7	0
112500	0.15	0	19	15700	0	0	Electric	Electric	Public	988	54	2	0	2	7	0
180000	0.32	0	17	27000	0	0	Gas	Hot Water	Public	1765	54	5	1	2	9	1
10300	0.16	0	20	15700	0	0	Electric	Electric	Public	912	54	2	1	1.5	4	0
137900	0.16	0	17	15100	0	0	Electric	Electric	Public	1592	54	3	0	1.5	7	0
144000	0.06	0	54	3600	0	0	Electric	Electric	Public	1344	54	5	0	1	8	0
131600	0.16	0	17	15100	0	0	Electric	Electric	Public	1385	54	2	1	1.5	7	1
123500	0.15	0	17	15100	0	0	Electric	Electric	Public	1385	54	2	0	1.5	5	0
123000	0.15	0	17	15100	0	0	Electric	Electric	Public	1679	54	2	0	1.5	7	0
109000	0.15	0	20	15700	0	0	Electric	Electric	Public	908	54	2	0	1	7	0
173000	0.31	0	16	27000	0	1	Gas	Hot Air	Public	1527	54	2	1	2	5	0
105000	0.16	0	20	15700	0	0	Electric	Electric	Public	912	54	2	0	1.5	3	1
122500	0.15	0	18	15100	0	0	Electric	Electric	Public	1184	54	2	0	1.5	3	1
191000	0.46	0	26	24500	0	0	Electric	Electric	Public	1719	63	3	1	1.5	7	0
149000	0.16	0	19	15100	0	0	Electric	Electric	Private	1080	54	2	1	1	6	0
205000	0.33	0	16	27000	0	0	Electric	Electric	Public	2118	54	4	1	2	9	0
225000	0.33	0	16	27000	0	0	Electric	Electric	Public	2527	54	3	0	1.5	10	0
210000	0.49	0	15	25000	0	0	Gas	Hot Air	Private	1592	54	3	1	1.5	8	0
188900	0.32	0	18	27000	0	0	Electric	Electric	Public	1294	54	3	0	1	4	0
192000	0.94	0	33	25200	0	0	Gas	Hot Water	Private	1974	63	4	1	2.5	8	0
137500	0.16	0	17	15700	0	0	Electric	Electric	Public	988	54	2	1	2	7	0
200000	0.36	0	20	27000	0	0	Gas	Hot Air	Public	1508	54	3	1	2	8	0
126000	0.16	0	17	15600	0	0	Electric	Electric	Public	908	54	2	0	1	4	0
214500	0.35	0	20	27000	0	0	Electric	Electric	Public	1910	54	4	1	2	7	1
152000	0.15	0	18	15700	0	0	Electric	Electric	Public	912	54	2	0	1.5	5	1
115000	0.16	0	20	15700	0	0	Electric	Electric	Public	912	54	2	0	1.5	5	1
88000	0.16	0	19	15700	0	0	Electric	Electric	Public	988	54	2	0	2	4	0
170000	0.35	0	20	27000	0	0	Electric	Electric	Public	1748	54	2	0	2	4	1
137000	0.16	0	18	15700	0	0	Electric	Electric	Public	912	54	2	1	1.5	3	0
145000	0.15	0	17	15100	0	0	Electric	Electric	Public	1385	54	3	0	1.5	8	0
202000	0.43	0	15	25000	0	0	Gas	Hot Air	Private	1300	54	3	0	1.5	7	0
130000	0.15	0	17	15600	0	0	Electric	Electric	Public	908	54	2	0	1	7	0
265000	1	0	25	21700	0	0	Electric	Electric	Private	1900	54	3	0	2	7	0
185000	0.33	0	16	27000	0	0	Electric	Electric	Public	2191	54	3	1	2.5	7	0
130000	0.16	0	25	15100	0	1	Gas	Hot Air	Public	1080	54	2	1	1	4	0
190000	0.59	0	15	25000	0	1	Gas	Hot Air	Private	1300	54	3	1	1.5	5	0
204000	0.4	0	1	15000	0	0	Gas	Hot Air	Public	2458	63	4	1	2.5	10	0
125000	0.35	0	22	10500	0	0	Electric	Electric	Public	1040	63	3	0	1	4	1
349900	0.44	0	0	13000	1	0	Gas	Hot Air	Public	2886	63	4	1	3	12	0
142000	0.14	0	8	3700	0	0	Gas	Hot Air	Public	1840	23	3	0	1	6	0
132500	0.37	0	19	13000	0	0	Electric	Electric	Public	1988	63	2	0	1	4	0
